id,target,label
1973,3863,2
1974,6030,3
1975,445,1
1976,64492,4
1977,492,1
1978,33,0
1979,336,1
1980,9712,3
1981,14480,3
1982,1033,2
1983,809,1
1984,2641,2
1985,37,0
1986,775,1
1987,10051,3
1988,1760,2
1989,356,1
1990,1631,2
1991,59,0
1992,778,1
1993,276,0
1994,14480,3
1995,439,1
1996,433,1
1997,992,1
1998,6269,3
1999,114,0
2000,2368,2
2001,2848,2
2002,464,1
2003,1399,2
2004,1418,2
2005,14480,3
2006,29694,4
2007,15764,4
2008,38,0
2009,996,1
2010,14480,3
2011,607,1
2012,11495,3
2013,189,0
2014,2606,2
2015,3096,2
2016,15764,4
2017,15764,4
2018,120484,4
2019,309,1
2020,11495,3
2021,1461,2
2022,73,0
2023,439,1
2024,439,1
2025,8568,3
2026,51748,4
2027,16721,4
2028,39,0
2029,1180,2
2030,27906,4
2031,607,1
2032,2368,2
2033,15764,4
2034,69062,4
2035,2395,2
2036,992,1
2037,46,0
2038,28722,4
2039,707,1
2040,14480,3
2041,1454,2
2042,11745,3
2043,566,1
2044,249,0
2045,2764,2
2046,1302,2
2047,74,0
2048,69062,4
2049,3863,2
2050,11465,3
2051,6029,3
2052,33,0
2053,830,1
2054,397,1
2055,691,1
2056,14480,3
2057,14045,3
2058,15763,4
2059,778,1
2060,652,1
2061,673,1
2062,597,1
2063,1054,2
2064,5996,3
2065,14073,3
2066,43,0
2067,298,0
2068,4718,2
2069,466,1
2070,1033,2
2071,7599,3
2072,4436,2
2073,747,1
2074,992,1
2075,915,1
2076,6685,3
2077,413,1
2078,1072,2
2079,13321,3
2080,285,0
2081,48979,4
2082,11465,3
2083,11718,3
2084,691,1
2085,11465,3
2086,11718,3
2087,4553,2
2088,707,1
2089,132,0
2090,8568,3
2091,14480,3
2092,3250,2
2093,2146,2
2094,41,0
2095,8428,3
2096,203,0
2097,24,0
2098,145903,4
2099,62,0
2100,3863,2
2101,2839,2
2102,433,1
2103,11718,3
2104,618,1
2105,127,0
2106,45734,4
2107,992,1
2108,33,0
2109,724,1
2110,4553,2
2111,2678,2
2112,95909,4
2113,427,1
2114,778,1
2115,532,1
2116,70214,4
2117,14480,3
2118,12205,3
2119,3311,2
2120,33,0
2121,13057,3
2122,1124,2
2123,7864,3
2124,14480,3
2125,14480,3
2126,376,1
2127,6029,3
2128,121,0
2129,4010,2
2130,126,0
2131,52910,4
2132,4294,2
2133,69,0
2134,9122,3
2135,439,1
2136,6029,3
2137,1812,2
2138,2480,2
2139,35821,4
2140,119647,4
2141,3438,2
2142,37,0
2143,1221,2
2144,6503,3
2145,6029,3
2146,747,1
2147,50666,4
2148,692,1
2149,444,1
2150,5855,3
2151,1508,2
2152,31525,4
2153,13057,3
2154,29,0
2155,33,0
2156,377,1
2157,121,0
2158,15188,4
2159,29,0
2160,14480,3
2161,3223,2
2162,618,1
2163,293,0
2164,3521,2
2165,7889,3
2166,934,1
2167,2368,2
2168,9742,3
2169,7084,3
2170,11718,3
2171,5643,3
2172,6424,3
2173,11718,3
2174,42374,4
2175,20868,4
2176,11718,3
2177,51789,4
2178,1054,2
2179,16721,4
2180,16086,4
2181,88,0
2182,778,1
2183,4713,2
2184,49,0
2185,637,1
2186,28722,4
2187,373,1
2188,6503,3
2189,14480,3
2190,176,0
2191,14229,3
2192,40350,4
2193,721,1
2194,145903,4
2195,2003,2
2196,992,1
2197,1391,2
2198,166469,4
2199,1033,2
2200,3651,2
2201,5855,3
2202,439,1
2203,747,1
2204,2804,2
2205,2057,2
2206,33,0
2207,1392,2
2208,212549,4
2209,15764,4
2210,166,0
2211,50,0
2212,439,1
2213,43,0
2214,16763,4
2215,564,1
2216,69062,4
2217,97499,4
2218,721,1
2219,48,0
2220,2201,2
2221,11495,3
2222,14480,3
2223,901,1
2224,11718,3
2225,3993,2
2226,11720,3
2227,57,0
2228,2754,2
2229,5982,3
2230,37311,4
2231,271,0
2232,354,1
2233,295,0
2234,3239,2
2235,539,1
2236,637,1
2237,992,1
2238,14480,3
2239,1054,2
2240,8695,3
2241,14480,3
2242,2578,2
2243,3863,2
2244,14480,3
2245,385,1
2246,69062,4
2247,139,0
2248,276,0
2249,154527,4
2250,201,0
2251,672,1
2252,82,0
2253,106,0
2254,7165,3
2255,101871,4
2256,433,1
2257,8526,3
2258,114,0
2259,11718,3
2260,992,1
2261,50666,4
2262,2426,2
2263,14480,3
2264,6882,3
2265,5388,3
2266,778,1
2267,35836,4
2268,1012,2
2269,101871,4
2270,373,1
2271,672,1
2272,31418,4
2273,2716,2
2274,99,0
2275,22898,4
2276,276,0
